Year,Statistic,Name,Team,#
2002,Runs,Sammy Sosa,Chicago,122
2002,Slugging Average,Barry Bonds,San Francisco,.799
2002,Stolen Bases,Luis Castillo,Florida,48
2002,Total Bases,Vladimir Guerrero,Montreal,364
2002,Triples,Jimmy Rollins,Philadelphia,10
1902,Base on Balls,Roy Thomas,Philadelphia,107
1902,Batting Average,Ginger Beaumont,Pittsburgh,.357
1902,Doubles,Honus Wagner,Pittsburgh,30
1902,Hits,Ginger Beaumont,Pittsburgh,193
1902,Home Runs,Tommy Leach,Pittsburgh,6
1902,On Base Percentage,Roy Thomas,Philadelphia,.414
1902,RBI,Honus Wagner,Pittsburgh,91
1902,Runs,Honus Wagner,Pittsburgh,105
1902,Slugging Average,Honus Wagner,Pittsburgh,.463
1902,Stolen Bases,Honus Wagner,Pittsburgh,42
1902,Total Bases,Sam Crawford,Cincinnati,256
1902,Triples,Sam Crawford,Cincinnati,22
1902,Tommy Leach,Pittsburgh,,
1972,Base on Balls,Joe Morgan,Cincinnati,115
1972,Batting Average,Billy Williams,Chicago,.333
1972,Doubles,Cesar Cedeno,Houston,39
1972,Willie Montanez,Philadelphia,,
1972,Hits,Pete Rose,Cincinnati,198
1972,Home Runs,Johnny Bench,Cincinnati,40
1972,On Base Percentage,Joe Morgan,Cincinnati,.419
1972,RBI,Johnny Bench,Cincinnati,125
1972,Runs,Joe Morgan,Cincinnati,122
1972,Slugging Average,Billy Williams,Chicago,.606
1972,Stolen Bases,Lou Brock,St. Louis,63
1972,Total Bases,Billy Williams,Chicago,348
1972,Triples,Larry Bowa,Philadelphia,13
1993,Walks,Lenny Dykstra,Philadelphia,129
1993,Batting Average,Andres Galarraga,Colorado,.370
1993,Doubles,Charlie Hayes,Colorado,45
1993,Hits,Lenny Dykstra,Philadelphia,194
1993,Home Runs,Barry Bonds,San Francisco,46
1993,On Base Percentage,Barry Bonds,San Francisco,.463
1993,RBI,Barry Bonds,San Francisco,123
1993,Runs,Lenny Dykstra,Philadelphia,143
1993,Slugging Average,Barry Bonds,San Francisco,.677
1993,Stolen Bases,Chuck Carr,Florida,58
1993,Total Bases,Barry Bonds,San Francisco,365
1993,Triples,Steve Finley,Houston,13
1881,Base on Balls,John Clapp,Cleveland,35
1881,Batting Average,Cap Anson,Chicago,.399
1881,Doubles,Paul Hines,Providence,27
1881,King Kelly,Chicago,,
1881,Hits,Cap Anson,Chicago,137
1881,Home Runs,Dan Brouthers,Buffalo,8
1881,On Base Percentage,Cap Anson,Chicago,.442
1881,RBI,Cap Anson,Chicago,82
1881,Runs,George Gore,Chicago,86
1881,Slugging Average,Dan Brouthers,Buffalo,.541
1881,Total Bases,Cap Anson,Chicago,175
1881,Triples,Jack Rowe,Buffalo,11
1940,Base on Balls,Elbie Fletcher,Pittsburgh,119
1940,Batting Average,Stan Hack,Chicago,.317
1940,Doubles,Frank McCormick,Cincinnati,44
1940,Hits,Stan Hack,Chicago,191
1940,Frank McCormick,Cincinnati,,
1940,Home Runs,Johnny Mize,St. Louis,43
1940,On Base Percentage,Elbie Fletcher,Pittsburgh,.418
1940,RBI,Johnny Mize,St. Louis,137
1940,Runs,Arky Vaughan,Pittsburgh,113
1940,Slugging Average,Johnny Mize,St. Louis,.636
1940,Stolen Bases,Lonny Frey,Cincinnati,22
1940,Total Bases,Johnny Mize,St. Louis,368
1940,Triples,Arky Vaughan,Pittsburgh,15
1930,Base on Balls,Hack Wilson,Chicago,105
1930,Batting Average,Bill Terry,New York,.401
1930,Doubles,Chuck Klein,Philadelphia,59
1930,Hits,Bill Terry,New York,254
1930,Home Runs,Hack Wilson,Chicago,56
1930,On Base Percentage,Mel Ott,New York,.458
1930,RBI,Hack Wilson,Chicago,191
1930,Runs,Chuck Klein,Philadelphia,158
1930,Slugging Average,Hack Wilson,Chicago,.723
1930,Stolen Bases,Kiki Cuyler,Chicago,37
1930,Total Bases,Chuck Klein,Philadelphia,445
1930,Triples,Adam Comorosky,Pittsburgh,23
1955,Base on Balls,Eddie Mathews,Milwaukee,109
1955,Batting Average,Richie Ashburn,Philadelphia,.338
1955,Doubles,Hank Aaron,Milwaukee,37
1955,Johnny Logan,Milwaukee,37,
1955,Hits,Ted Kluszewski,Cincinnati,192
1955,Home Runs,Willie Mays,New York,51
1955,On Base Percentage,Richie Ashburn,Philadelphia,.449
1955,RBI,Duke Snider,Brooklyn,136
1955,Runs,Duke Snider,Brooklyn,126
1955,Slugging Average,Willie Mays,New York,.659
1955,Stolen Bases,Bill Bruton,Milwaukee,25
1955,Total Bases,Willie Mays,New York,382
1955,Triples,Dale Long,Pittsburgh,13
1955,Willie Mays,New York,13,
1925,Base on Balls,Jack Fournier,Brooklyn,86
1925,Batting Average,Rogers Hornsby,St. Louis,.403
1925,Doubles,Jim Bottomley,St. Louis,44
1925,Hits,Jim Bottomley,St. Louis,227
1925,Home Runs,Rogers Hornsby,St. Louis,39
1925,On Base Percentage,Rogers Hornsby,St. Louis,.489
1925,RBI,Rogers Hornsby,St. Louis,143
1925,Runs,Kiki Cuyler,Pittsburgh,144
1925,Slugging Average,Rogers Hornsby,St. Louis,.756
1925,Stolen Bases,Max Carey,Pittsburgh,46
1925,Total Bases,Rogers Hornsby,St. Louis,381
1925,Triples,Kiki Cuyler,Pittsburgh,26
1986,Base on Balls,Keith Hernandez,New York,94
1986,Batting Average,Tim Raines,Montreal,.334
1986,Doubles,Von Hayes,Philadelphia,46
1986,Hits,Tony Gwynn,San Diego,211
1986,Home Runs,Mike Schmidt,Philadelphia,37
1986,On Base Percentage,Tim Raines,Montreal,.415
1986,RBI,Mike Schmidt,Philadelphia,119
1986,Runs,Tony Gwynn,San Diego,107
1986,Von Hayes,Philadelphia,,
1986,Slugging Average,Mike Schmidt,Philadelphia,.547
1986,Stolen Bases,Vince Coleman,St. Louis,107
1986,Total Bases,Dave Parker,Cincinnati,304
1986,Triples,Mitch Webster,Montreal,13
2025,Base on Balls,To Be Determined,--,--
2025,Batting Average,To Be Determined,--,--
2025,Doubles,To Be Determined,--,--
2025,Hits,To Be Determined,--,--
2025,Home Runs,To Be Determined,--,--
2025,On Base Percentage,To Be Determined,--,--
2025,RBI,To Be Determined,--,--
2025,Runs,To Be Determined,--,--
2025,Slugging Average,To Be Determined,--,--
2025,Stolen Bases,To Be Determined,--,--
2025,Total Bases,To Be Determined,--,--
2025,Triples,To Be Determined,--,--
1894,Base on Balls,Billy Hamilton,Philadelphia,126
1894,Batting Average,Hugh Duffy,Boston,.440
1894,Doubles,Hugh Duffy,Boston,51
1894,Hits,Hugh Duffy,Boston,237
1894,Home Runs,Hugh Duffy,Boston,18
1894,On Base Percentage,Billy Hamilton,Philadelphia,.523
1894,RBI,Hugh Duffy,Boston,145
1894,Runs,Billy Hamilton,Philadelphia,192
1894,Slugging Average,Hugh Duffy,Boston,.694
1894,Stolen Bases,Billy Hamilton,Philadelphia,98
1894,Total Bases,Hugh Duffy,Boston,374
1894,Triples,Heinie Reitz,Baltimore,31
1888,Base on Balls,Roger Connor,New York,73
1888,Batting Average,Cap Anson,Chicago,.344
1888,Doubles,Dan Brouthers,Detroit,33
1888,Jimmy Ryan,Chicago,,
1888,Hits,Jimmy Ryan,Chicago,182
1888,Home Runs,Jimmy Ryan,Chicago,16
1888,On Base Percentage,Cap Anson,Chicago,.400
1888,RBI,Cap Anson,Chicago,84
1888,Runs,Dan Brouthers,Detroit,118
1888,Slugging Average,Jimmy Ryan,Chicago,.515
1888,Total Bases,Jimmy Ryan,Chicago,283
1888,Triples,Dick Johnston,Boston,18
1917,Base on Balls,George Burns,New York,75
1917,Batting Average,Edd Roush,Cincinnati,.341
1917,Doubles,Heinie Groh,Cincinnati,39
1917,Hits,Heinie Groh,Cincinnati,182
1917,Home Runs,Gavvy Cravath,Philadelphia,12
1917,Dave Robertson,New York,,
1917,On Base Percentage,Heinie Groh,Cincinnati,.385
1917,RBI,Heinie Zimmerman,New York,102
1917,Runs,George Burns,New York,103
1917,Slugging Average,Rogers Hornsby,St. Louis,.484
1917,Stolen Bases,Max Carey,Pittsburgh,46
1917,Total Bases,Rogers Hornsby,St. Louis,253
1917,Triples,Rogers Hornsby,St. Louis,17
1967,Base on Balls,Ron Santo,Chicago,96
1967,Batting Average,Roberto Clemente,Pittsburgh,.357
1967,Doubles,Rusty Staub,Houston,44
1967,Hits,Roberto Clemente,Pittsburgh,209
1967,Home Runs,Hank Aaron,Atlanta,37
1967,On Base Percentage,Dick Allen,Philadelphia,.404
1967,RBI,Orlando Cepeda,St. Louis,111
1967,Runs,Hank Aaron,Atlanta,113
1967,Lou Brock,St. Louis,,
1967,Slugging Average,Hank Aaron,Atlanta,.573
1967,Stolen Bases,Lou Brock,St. Louis,52
1967,Total Bases,Hank Aaron,Atlanta,344
1967,Triples,Vada Pinson,Cincinnati,13
2017,Base on Balls,Joey Votto,Cincinnati Reds,134
2017,Batting Average,Charlie Blackmon,Colorado Rockies,.331
2017,Doubles,Nolan Arenado,Colorado Rockies,43
2017,Daniel Murphy,Washington Nationals,43,
2017,Hits,Charlie Blackmon,Colorado Rockies,213
2017,Home Runs,Giancarlo Stanton,Miami Marlins,59
2017,On Base Percentage,Joey Votto,Cincinnati Reds,.454
2017,RBI,Giancarlo Stanton,Miami Marlins,132
2017,Runs,Charlie Blackmon,Colorado Rockies,137
2017,Slugging Average,Giancarlo Stanton,Miami Marlins,.631
2017,Stolen Bases,Dee Gordon,Miami Marlins,60
2017,Total Bases,Charlie Blackmon,Colorado Rockies,387
2017,Triples,Charlie Blackmon,Colorado Rockies,14
1939,Base on Balls,Dolph Camilli,Brooklyn,110
1939,Batting Average,Johnny Mize,St. Louis,.349
1939,Doubles,Enos Slaughter,St. Louis,52
1939,Hits,Frank McCormick,Cincinnati,209
1939,Home Runs,Johnny Mize,St. Louis,28
1939,On Base Percentage,Mel Ott,New York,.449
1939,RBI,Frank McCormick,Cincinnati,128
1939,Runs,Billy Werber,Cincinnati,115
1939,Slugging Average,Johnny Mize,St. Louis,.626
1939,Stolen Bases,Stan Hack,Chicago,17
1939,Lee Handley,Pittsburgh,,
1939,Total Bases,Johnny Mize,St. Louis,353
1939,Triples,Billy Herman,Chicago,18
1949,Base on Balls,Ralph Kiner,Pittsburgh,117
1949,Batting Average,Jackie Robinson,Brooklyn,.342
1949,Doubles,Stan Musial,St. Louis,41
1949,Hits,Stan Musial,St. Louis,207
1949,Home Runs,Ralph Kiner,Pittsburgh,54
1949,On Base Percentage,Stan Musial,St. Louis,.438
1949,RBI,Ralph Kiner,Pittsburgh,127
1949,Runs,Pee Wee Reese,Brooklyn,132
1949,Slugging Average,Ralph Kiner,Pittsburgh,.658
1949,Stolen Bases,Jackie Robinson,Brooklyn,37
1949,Total Bases,Stan Musial,St. Louis,382
1949,Triples,Stan Musial,St. Louis,13
1949,Enos Slaughter,St. Louis,,
